---,Actor,Location,Rotation,Scale,Meshes
Row_1001,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-795.657994,Y=-1476.108805,Z=1.183076)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.733344,Y=1.733344,Z=1.733344)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var12_lod1.S_Thatching_Grass_uddmcgbia_Var12_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_1002,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-501.513899,Y=-1474.659358,Z=-0.081807)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=3.318584,Y=3.318584,Z=3.318584)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var6_lod1.S_Thatching_Grass_uddmcgbia_Var6_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_1003,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-574.144479,Y=-1469.632986,Z=1.034425)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=3.674583,Y=3.674583,Z=3.674583)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var5_lod1.S_Thatching_Grass_uddmcgbia_Var5_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_1004,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-359.367381,Y=-1480.819598,Z=-1.076631)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var12_lod1.S_Thatching_Grass_uddmcgbia_Var12_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_1005,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-340.099070,Y=-1473.576498,Z=6.674563)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.817450,Y=1.817450,Z=1.817450)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var14_lod1.S_Thatching_Grass_uddmcgbia_Var14_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_1006,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-737.585811,Y=-1485.025837,Z=-2.930217)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.569701,Y=1.569701,Z=1.569701)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var16_lod1.S_Thatching_Grass_uddmcgbia_Var16_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_1007,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-549.189942,Y=-1480.264957,Z=0.710496)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.727129,Y=1.727129,Z=1.727129)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var1_lod1.S_Thatching_Grass_uddmcgbia_Var1_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_1008,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=790.000000,Y=-1520.000000,Z=560.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Floor_100cm_A_001.SM_Arena_Courtyard_Floor_100cm_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_B_004""')))"
Row_1009,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-634.097379,Y=-1480.264955,Z=0.710496)","(Pitch=0.000000,Yaw=239.999998,Roll=0.000000)","(X=2.216877,Y=2.216877,Z=2.216877)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var1_lod1.S_Thatching_Grass_uddmcgbia_Var1_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_1010,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-450.335877,Y=-1492.681785,Z=0.785286)","(Pitch=0.000000,Yaw=319.999997,Roll=0.000000)","(X=3.153091,Y=3.153091,Z=3.153091)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var18_lod1.S_Thatching_Grass_uddmcgbia_Var18_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_1011,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-392.326806,Y=-1492.343382,Z=0.806545)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.910196,Y=1.910196,Z=1.910196)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var19_lod1.S_Thatching_Grass_uddmcgbia_Var19_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_1012,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=124.135184,Y=-1366.686556,Z=0.000006)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var12_lod1.S_Thatching_Grass_uddmcgbia_Var12_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_1013,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1048.694904,Y=-986.708961,Z=-1.542395)","(Pitch=0.000000,Yaw=-269.999998,Roll=0.000000)","(X=1.733344,Y=1.733344,Z=1.733344)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var12_lod1.S_Thatching_Grass_uddmcgbia_Var12_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_1014,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1021.550391,Y=-1337.887177,Z=2.205799)","(Pitch=0.000000,Yaw=-269.999998,Roll=0.000000)","(X=2.539832,Y=2.539832,Z=2.539832)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var14_lod1.S_Thatching_Grass_uddmcgbia_Var14_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_1015,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1013.638306,Y=-1278.360396,Z=0.448586)","(Pitch=0.000000,Yaw=-209.999998,Roll=0.000000)","(X=1.559430,Y=1.559430,Z=1.559430)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var15_lod1.S_Thatching_Grass_uddmcgbia_Var15_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_1016,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=989.741445,Y=-1315.407112,Z=-0.708931)","(Pitch=0.000000,Yaw=-229.999998,Roll=0.000000)","(X=2.814436,Y=2.814436,Z=2.814436)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var16_lod1.S_Thatching_Grass_uddmcgbia_Var16_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_1017,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1041.582858,Y=-1067.586977,Z=0.782314)","(Pitch=0.000000,Yaw=-169.999999,Roll=0.000000)","(X=2.736940,Y=2.736940,Z=2.736940)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var2_lod1.S_Thatching_Grass_uddmcgbia_Var2_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_1018,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-612.000000,Y=1486.000000,Z=804.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Extention_BB_001.SM_Arena_Courtyard_Extention_BB_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlankPillars_A_001""',MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_A_001""',MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_A_004""',MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""',MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_A_005""',Material'""/Engine/EngineMaterials/WorldGridMaterial""')))"
Row_1019,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=690.000000,Y=-1520.000000,Z=560.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Floor_100cm_A_001.SM_Arena_Courtyard_Floor_100cm_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_B_004""')))"
Row_1020,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1030.296071,Y=-1118.262581,Z=-0.128144)","(Pitch=0.000000,Yaw=-269.999998,Roll=0.000000)","(X=1.142102,Y=1.142102,Z=1.142102)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var1_lod1.S_Thatching_Grass_uddmcgbia_Var1_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_1021,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1047.245436,Y=-692.564866,Z=-0.163240)","(Pitch=0.000000,Yaw=-269.999998,Roll=0.000000)","(X=3.318584,Y=3.318584,Z=3.318584)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var6_lod1.S_Thatching_Grass_uddmcgbia_Var6_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_1022,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1042.219069,Y=-765.195447,Z=1.034425)","(Pitch=0.000000,Yaw=-269.999998,Roll=0.000000)","(X=3.674583,Y=3.674583,Z=3.674583)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var5_lod1.S_Thatching_Grass_uddmcgbia_Var5_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_1023,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1053.405665,Y=-550.418348,Z=-1.076631)","(Pitch=0.000000,Yaw=-269.999998,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var12_lod1.S_Thatching_Grass_uddmcgbia_Var12_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_1024,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1057.611932,Y=-928.636778,Z=-2.930217)","(Pitch=0.000000,Yaw=-269.999998,Roll=0.000000)","(X=1.569701,Y=1.569701,Z=1.569701)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var16_lod1.S_Thatching_Grass_uddmcgbia_Var16_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_1025,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1052.851038,Y=-740.240909,Z=0.710496)","(Pitch=0.000000,Yaw=-179.999999,Roll=0.000000)","(X=1.098658,Y=1.098658,Z=1.098658)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var1_lod1.S_Thatching_Grass_uddmcgbia_Var1_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_1026,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1052.851042,Y=-777.289258,Z=0.710496)","(Pitch=0.000000,Yaw=-30.000000,Roll=0.000000)","(X=1.331792,Y=1.331792,Z=1.331792)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var1_lod1.S_Thatching_Grass_uddmcgbia_Var1_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_1027,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1065.267859,Y=-641.386843,Z=-1.516599)","(Pitch=0.000000,Yaw=49.999999,Roll=0.000000)","(X=3.153091,Y=3.153091,Z=3.153091)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var18_lod1.S_Thatching_Grass_uddmcgbia_Var18_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_1028,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=590.000000,Y=-1520.000000,Z=560.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Floor_100cm_A_001.SM_Arena_Courtyard_Floor_100cm_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_B_004""')))"
Row_1029,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1064.929452,Y=-583.377772,Z=0.806545)","(Pitch=0.000000,Yaw=-179.999999,Roll=0.000000)","(X=1.910196,Y=1.910196,Z=1.910196)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/S_Thatching_Grass_uddmcgbia_Var19_lod1.S_Thatching_Grass_uddmcgbia_Var19_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Thatching_Grass_uddmcgbia/MI_Thatching_Grass_uddmcgbia_Billboard_2K""')))"
Row_1030,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=490.000000,Y=-1520.000000,Z=560.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Floor_100cm_A_001.SM_Arena_Courtyard_Floor_100cm_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_B_004""')))"
Row_1031,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=390.000000,Y=-1520.000000,Z=560.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Floor_100cm_A_001.SM_Arena_Courtyard_Floor_100cm_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_B_004""')))"
Row_1032,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=290.000000,Y=-1520.000000,Z=560.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Floor_100cm_A_001.SM_Arena_Courtyard_Floor_100cm_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_B_004""')))"
Row_1033,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=190.000000,Y=-1520.000000,Z=560.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Floor_100cm_A_001.SM_Arena_Courtyard_Floor_100cm_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_B_004""')))"
Row_1034,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=90.000000,Y=-1520.000000,Z=560.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Floor_100cm_A_001.SM_Arena_Courtyard_Floor_100cm_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_B_004""')))"
Row_1035,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10.000000,Y=-1520.000000,Z=560.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Floor_100cm_A_001.SM_Arena_Courtyard_Floor_100cm_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_B_004""')))"
Row_1036,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-110.000000,Y=-1520.000000,Z=560.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Floor_100cm_A_001.SM_Arena_Courtyard_Floor_100cm_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_B_004""')))"
Row_1037,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-210.000000,Y=-1520.000000,Z=560.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Floor_100cm_A_001.SM_Arena_Courtyard_Floor_100cm_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_B_004""')))"
Row_1038,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1520.000000,Y=-1607.000000,Z=178.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_HighWall_30m_001.SM_Arena_Courtyard_HighWall_30m_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Materials/Walls/Materials/MI_Environment_Tile_StoneWallRough_A_001_EM""')))"
Row_1039,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-310.000000,Y=-1520.000000,Z=560.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Floor_100cm_A_001.SM_Arena_Courtyard_Floor_100cm_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_B_004""')))"
